Total,Year,residence,region,wealth_q,eth_hoh,elderly_hoh,sex_hoh,mother_edu,bw_less_25,bw_equal_25,bw_available,low_bw,iron_supp,wmweight,anc_3_components,inst_delivery,early_bf,anc_4_visits,caesarean_del,health_check_after_birth,pnc_2_days,pnc_health_provider,pnc_mother
Total,2006,Rural,Central,Poorest,Khmou,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.8108339309999435,0.0,0.0,100.0,,,,,,
Total,2006,Rural,Central,Rich,Lao,Elderly HoH: NO,Male,Mother Edu: Secondary,,,0,6.794871794871795,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Middle,Lao,Elderly HoH: NO,Male,Mother Edu: Primary,0.0,0.0,1,6.794871794871795,,1.3746011390038972,0.0,100.0,0.0,,,,,,
Total,2006,Rural,Central,Poorest,Hmong,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,6.794871794871795,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poorest,Other Language,Elderly HoH: NO,Male,Mother Edu: Primary,0.0,0.0,1,2.083333333333333,,1.3746011390038972,0.0,100.0,0.0,,,,,,
Total,2006,Rural,Central,Poorest,Other Language,Elderly HoH: NO,Male,Mother Edu: Primary,0.0,0.0,1,6.794871794871795,,1.3746011390038972,0.0,100.0,0.0,,,,,,
Total,2006,Rural,Central,Poorest,Hmong,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poor,Hmong,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,6.794871794871795,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Urban,Central,Richest,Lao,Elderly HoH: NO,Female,Mother Edu: Primary,0.0,0.0,1,6.794871794871795,,1.5763273785248606,0.0,100.0,100.0,,,,,,
Total,2006,Urban,Central,Rich,Lao,Elderly HoH: NO,Male,Mother Edu: Primary,0.0,0.0,1,2.083333333333333,,1.5763273785248606,0.0,100.0,0.0,,,,,,
Total,2006,Urban,Central,Rich,Lao,Elderly HoH: NO,Male,Mother Edu: Secondary,0.0,1.0,1,6.794871794871795,,1.5763273785248606,0.0,100.0,100.0,,,,,,
Total,2006,Rural,Central,Poor,Lao,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,53.125,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Richest,Lao,Elderly HoH: NO,Male,Mother Edu: Secondary,,,0,6.794871794871795,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Rich,Lao,Elderly HoH: NO,Female,Mother Edu: None/ECE,,,0,53.125,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Urban,Central,Richest,Lao,Elderly HoH: NO,Male,Mother Edu: Secondary,0.0,1.0,1,53.125,,1.5763273785248606,0.0,100.0,100.0,,,,,,
Total,2006,Urban,Central,Rich,Lao,Elderly HoH: NO,Male,Mother Edu: None/ECE,0.0,0.0,1,6.794871794871795,,1.5763273785248606,0.0,100.0,0.0,,,,,,
Total,2006,Urban,Central,Middle,Other Language,Elderly HoH: YES,Male,Mother Edu: Secondary,,,0,6.794871794871795,,1.5763273785248606,0.0,0.0,0.0,,,,,,
Total,2006,Urban,Central,Middle,Other Language,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,2.083333333333333,,1.5763273785248606,0.0,0.0,0.0,,,,,,
Total,2006,Urban,Central,Rich,Lao,Elderly HoH: NO,Female,Mother Edu: Secondary,,,0,6.794871794871795,,1.5763273785248606,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poor,Other Language,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poor,Other Language,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poor,Other Language,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Middle,Other Language,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,6.794871794871795,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Middle,Other Language,Elderly HoH: NO,Female,Mother Edu: None/ECE,,,0,6.794871794871795,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Middle,Lao,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,2.083333333333333,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Middle,Other Language,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poor,Lao,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,53.125,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Rich,Lao,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,2.083333333333333,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Rich,Lao,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,6.794871794871795,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Middle,Lao,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,6.794871794871795,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Rich,Lao,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,53.125,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Rich,Lao,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,6.794871794871795,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Middle,Lao,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Rich,Lao,Elderly HoH: NO,Female,Mother Edu: Primary,,,0,6.794871794871795,,1.3746011390038972,0.0,0.0,100.0,,,,,,
Total,2006,Rural,Central,Rich,Lao,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,2.083333333333333,,1.3746011390038972,0.0,0.0,100.0,,,,,,
Total,2006,Rural,Central,Rich,Lao,Elderly HoH: YES,Male,Mother Edu: Primary,0.0,0.0,1,6.794871794871795,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poor,Lao,Elderly HoH: YES,Male,Mother Edu: Primary,,,0,6.794871794871795,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Middle,Lao,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,50.0,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Middle,Lao,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,6.794871794871795,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poor,Lao,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,2.083333333333333,,1.3746011390038972,0.0,0.0,100.0,,,,,,
Total,2006,Rural,Central,Poor,Lao,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,53.125,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Middle,Lao,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,0.0,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Middle,Lao,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,6.794871794871795,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poor,Lao,Elderly HoH: NO,Male,Mother Edu: None/ECE,0.0,0.0,1,6.794871794871795,,1.3746011390038972,0.0,0.0,100.0,,,,,,
Total,2006,Rural,Central,Poor,Lao,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,25.0,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Middle,Lao,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,53.125,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poor,Lao,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,2.083333333333333,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Rich,Other Language,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,2.083333333333333,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poorest,Other Language,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,53.125,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Middle,Other Language,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,53.125,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Middle,Other Language,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,53.125,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poorest,Other Language,Elderly HoH: YES,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poorest,Other Language,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poorest,Other Language,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poor,Other Language,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,6.794871794871795,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poorest,Other Language,Elderly HoH: NO,Female,Mother Edu: Primary,,,0,6.794871794871795,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Middle,Other Language,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.8108339309999435,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poor,Other Language,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.8108339309999435,0.0,0.0,100.0,,,,,,
Total,2006,Rural,Central,Poor,Other Language,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.8108339309999435,0.0,0.0,100.0,,,,,,
Total,2006,Rural,Central,Poorest,Other Language,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.8108339309999435,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poorest,Other Language,Elderly HoH: YES,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.8108339309999435,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poorest,Other Language,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,2.083333333333333,,1.8108339309999435,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poorest,Other Language,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.8108339309999435,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poorest,Other Language,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,53.125,,1.8108339309999435,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poorest,Other Language,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.8108339309999435,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poorest,Other Language,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,53.125,,1.8108339309999435,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poorest,Other Language,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.8108339309999435,0.0,0.0,0.0,,,,,,
Total,2006,Urban,Central,Richest,Lao,Elderly HoH: NO,Male,Mother Edu: Secondary,0.0,0.0,1,6.794871794871795,,1.5763273785248606,0.0,100.0,100.0,,,,,,
Total,2006,Urban,Central,Rich,Lao,Elderly HoH: NO,Male,Mother Edu: Secondary,0.0,0.0,1,6.794871794871795,,1.5763273785248606,0.0,100.0,0.0,,,,,,
Total,2006,Urban,Central,Richest,Lao,Elderly HoH: NO,Male,Mother Edu: Secondary,1.0,0.0,1,50.0,,1.5763273785248606,0.0,100.0,100.0,,,,,,
Total,2006,Rural,Central,Poorest,Lao,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,6.794871794871795,,1.3746011390038972,0.0,0.0,100.0,,,,,,
Total,2006,Rural,Central,Poor,Other Language,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.3746011390038972,0.0,0.0,100.0,,,,,,
Total,2006,Rural,Central,Poorest,Lao,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,0.0,,1.8108339309999435,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poorest,Lao,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,6.794871794871795,,1.8108339309999435,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Rich,Lao,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,6.794871794871795,,1.8108339309999435,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Middle,Lao,Elderly HoH: NO,Male,Mother Edu: Secondary,,,0,6.794871794871795,,1.8108339309999435,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Middle,Lao,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.8108339309999435,0.0,0.0,100.0,,,,,,
Total,2006,Rural,Central,Middle,Lao,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,53.125,,1.8108339309999435,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poorest,Lao,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,2.083333333333333,,1.8108339309999435,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poorest,Other Language,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,25.0,,1.8108339309999435,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poorest,Other Language,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,2.083333333333333,,1.8108339309999435,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poorest,Other Language,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.8108339309999435,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poorest,Other Language,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,53.125,,1.8108339309999435,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poorest,Other Language,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,,,1.8108339309999435,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poor,Other Language,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.8108339309999435,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poorest,Other Language,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.8108339309999435,0.0,0.0,100.0,,,,,,
Total,2006,Rural,Central,Middle,Other Language,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,53.125,,1.8108339309999435,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poorest,Other Language,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.8108339309999435,0.0,0.0,100.0,,,,,,
Total,2006,Rural,Central,Poorest,Other Language,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,6.794871794871795,,1.8108339309999435,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poorest,Other Language,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,50.0,,1.8108339309999435,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poorest,Other Language,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,2.083333333333333,,1.8108339309999435,0.0,0.0,0.0,,,,,,
Total,2006,Urban,Central,Rich,Lao,Elderly HoH: NO,Male,Mother Edu: Primary,0.0,1.0,1,6.794871794871795,,1.5763273785248606,0.0,100.0,100.0,,,,,,
Total,2006,Urban,Central,Richest,Lao,Elderly HoH: NO,Male,Mother Edu: Secondary,0.0,0.0,1,6.794871794871795,,1.5763273785248606,100.0,100.0,0.0,,,,,,
Total,2006,Urban,Central,Richest,Lao,Elderly HoH: NO,Male,Mother Edu: Secondary,,,0,6.794871794871795,,1.5763273785248606,100.0,0.0,100.0,,,,,,
Total,2006,Urban,Central,Rich,Lao,Elderly HoH: NO,Male,Mother Edu: Primary,0.0,0.0,1,6.794871794871795,,1.5763273785248606,0.0,100.0,100.0,,,,,,
Total,2006,Rural,Central,Rich,Lao,Elderly HoH: YES,Male,Mother Edu: Secondary,,,0,53.125,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poor,Lao,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,6.794871794871795,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Urban,Central,Richest,Lao,Elderly HoH: NO,Male,Mother Edu: Primary,0.0,0.0,1,2.083333333333333,,1.5763273785248606,0.0,100.0,0.0,,,,,,
Total,2006,Rural,Central,Poor,Lao,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,6.794871794871795,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Middle,Lao,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Middle,Lao,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Middle,Lao,Elderly HoH: NO,Male,Mother Edu: Secondary,,,0,53.125,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Middle,Lao,Elderly HoH: YES,Male,Mother Edu: Primary,,,0,6.794871794871795,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poor,Lao,Elderly HoH: NO,Female,Mother Edu: Primary,,,0,6.794871794871795,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poor,Lao,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,6.794871794871795,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Richest,Lao,Elderly HoH: YES,Male,Mother Edu: Secondary,,,0,6.794871794871795,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Rich,Lao,Elderly HoH: YES,Female,Mother Edu: Secondary,,,0,6.794871794871795,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Rich,Other Language,Elderly HoH: NO,Male,Mother Edu: Primary,0.0,0.0,1,6.794871794871795,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Rich,Other Language,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,25.0,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Rich,Lao,Elderly HoH: YES,Female,Mother Edu: Primary,,,0,0.0,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Middle,Lao,Elderly HoH: YES,Male,Mother Edu: Secondary,,,0,53.125,,1.3746011390038972,0.0,0.0,100.0,,,,,,
Total,2006,Rural,Central,Middle,Lao,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,6.794871794871795,,1.3746011390038972,100.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Rich,Lao,Elderly HoH: YES,Female,Mother Edu: Primary,1.0,0.0,1,6.794871794871795,,1.3746011390038972,100.0,100.0,100.0,,,,,,
Total,2006,Rural,Central,Poorest,Other Language,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poor,Other Language,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poorest,Other Language,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poorest,Other Language,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,2.083333333333333,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poorest,Other Language,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,53.125,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poor,Other Language,Elderly HoH: YES,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poor,Other Language,Elderly HoH: YES,Male,Mother Edu: None/ECE,,,0,50.0,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poor,Other Language,Elderly HoH: YES,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poorest,Other Language,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poorest,Other Language,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poor,Other Language,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poorest,Other Language,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,6.794871794871795,,1.8108339309999435,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poor,Other Language,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.8108339309999435,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poor,Other Language,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.8108339309999435,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poor,Other Language,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.8108339309999435,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poor,Other Language,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,6.794871794871795,,1.8108339309999435,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poorest,Other Language,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.8108339309999435,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poor,Other Language,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.8108339309999435,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poor,Other Language,Elderly HoH: YES,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.8108339309999435,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poor,Other Language,Elderly HoH: YES,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.8108339309999435,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poor,Other Language,Elderly HoH: YES,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.8108339309999435,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poorest,Other Language,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.8108339309999435,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poorest,Other Language,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.8108339309999435,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poor,Other Language,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.8108339309999435,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poor,Other Language,Elderly HoH: YES,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.8108339309999435,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poorest,Other Language,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.8108339309999435,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poorest,Other Language,Elderly HoH: YES,Male,Mother Edu: None/ECE,,,0,53.125,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poorest,Other Language,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poorest,Other Language,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poorest,Other Language,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poorest,Other Language,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poor,Other Language,Elderly HoH: YES,Male,Mother Edu: Primary,,,0,6.794871794871795,,1.3746011390038972,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poor,Lao,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,53.125,,1.3746011390038972,0.0,100.0,100.0,,,,,,
Total,2006,Rural,Central,Middle,Lao,Elderly HoH: YES,Female,Mother Edu: Primary,0.0,0.0,1,2.083333333333333,,1.3746011390038972,0.0,0.0,100.0,,,,,,
Total,2006,Rural,Central,Poor,Lao,Elderly HoH: YES,Female,Mother Edu: None/ECE,,,0,6.794871794871795,,1.8108339309999435,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poor,Lao,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.8108339309999435,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poor,Lao,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.8108339309999435,0.0,0.0,100.0,,,,,,
Total,2006,Rural,Central,Poor,Other Language,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.8108339309999435,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poor,Lao,Elderly HoH: NO,Male,Mother Edu: Primary,,,0,6.794871794871795,,1.8108339309999435,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poor,Lao,Elderly HoH: NO,Female,Mother Edu: Primary,,,0,6.794871794871795,,1.8108339309999435,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Poor,Lao,Elderly HoH: NO,Male,Mother Edu: Secondary,,,0,50.0,,1.8108339309999435,0.0,0.0,0.0,,,,,,
Total,2006,Rural,Central,Richest,Lao,Elderly HoH: NO,Male,Mother Edu: Secondary,0.0,0.0,1,6.794871794871795,,1.3746011390038972,100.0,100.0,100.0,,,,,,
Total,2006,Rural,Central,Rich,Lao,Elderly HoH: NO,Male,Mother Edu: Secondary,0.0,0.0,1,2.083333333333333,,1.3746011390038972,0.0,100.0,0.0,,,,,,
Total,2006,Rural,Central,Poor,Lao,Elderly HoH: NO,Male,Mother Edu: None/ECE,,,0,6.794871794871795,,1.3746011390038972,0.0,0.0,0.0,,,,,,
